variant_name,node_id,canonical_name,full_graph_rank,stress_graph_rank,rank_delta,full_weighted_degree,stress_weighted_degree,degree_delta,full_betweenness,stress_betweenness,betweenness_delta
stress_direct_only_graph,actor_camillus,Camillus,64,16,48,4,1,-3.0,0.000047,0.000000,-0.000047
stress_direct_only_graph,actor_cato_the_younger,Cato the Younger,9,17,-8,3,1,-2.0,0.000088,0.000000,-0.000088
stress_direct_only_graph,actor_cornificius,Cornificius,54,18,36,4,1,-3.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_crassus,Crassus,58,19,39,3,1,-2.0,0.010331,0.000000,-0.010331
stress_direct_only_graph,actor_crassus_amici,Crassus' amici,135,20,115,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_greek_provincial_communities,Greek provincial communities,68,21,47,3,1,-2.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_iunius,Iunius,55,22,33,4,1,-3.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_l_lucceius,L. Lucceius,69,23,46,3,1,-2.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_l_titius_strabo,L. Titius Strabo,78,24,54,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_m_anneius,M. Anneius,61,25,36,3,1,-2.0,0.009816,0.000000,-0.009816
stress_direct_only_graph,actor_marc_antony,Marc Antony,47,26,21,4,1,-3.0,0.007691,0.000000,-0.007691
stress_direct_only_graph,actor_nicaea,Nicaea,84,27,57,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_p_cornelius,P. Cornelius,79,28,51,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_p_iunius,P. Iunius,28,29,-1,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_p_quinctius,P. Quinctius,29,30,-1,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_roman_state,Roman state,30,31,-1,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_sardis,Sardis,107,32,75,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_scapula_heirs,Scapula heirs,31,33,-2,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_terentia,Terentia,13,34,-21,7,1,-6.0,0.004542,0.000000,-0.004542
stress_direct_only_graph,actor_city_of_byllis,city of Byllis,71,35,36,3,1,-2.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_city_of_dyrrhachium,city of Dyrrhachium,108,36,72,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_city_of_sicyon,city of Sicyon,109,37,72,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_friends_of_cato,friends of Cato,52,38,14,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_publicani,publicani,70,39,31,3,1,-2.0,0.005121,0.000000,-0.005121
stress_direct_only_graph,actor_young_t_pinnius,young T. Pinnius,83,40,43,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_philotimus,Philotimus,24,41,-17,6,2,-4.0,0.000206,0.000000,-0.000206
stress_direct_only_graph,actor_publilius,Publilius,93,42,51,3,2,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_a_caninius_satyrus,A. Caninius Satyrus,25,43,-18,4,1,-3.0,0.000088,0.000000,-0.000088
stress_direct_only_graph,actor_buthrotum,Buthrotum,77,44,33,3,1,-2.0,0.004995,0.000000,-0.004995
stress_direct_only_graph,actor_c_fufius,C. Fufius,62,45,17,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_l_carpinatius,L. Carpinatius,49,46,3,3,1,-2.0,0.000059,0.000000,-0.000059
stress_direct_only_graph,actor_l_tullius_montanus,L. Tullius Montanus,82,47,35,3,1,-2.0,0.000118,0.000000,-0.000118
stress_direct_only_graph,actor_m_fufius,M. Fufius,63,48,15,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_mylasa_and_alabanda,Mylasa and Alabanda,94,49,45,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_p_varius,P. Varius,26,50,-24,4,1,-3.0,0.000088,0.000000,-0.000088
stress_direct_only_graph,actor_philocles,Philocles,59,51,8,3,1,-2.0,0.000044,0.000000,-0.000044
stress_direct_only_graph,actor_salamis,Salamis,18,52,-34,5,1,-4.0,0.014702,0.000000,-0.014702
stress_direct_only_graph,actor_sicilian_tax_company,Sicilian tax company,50,53,-3,3,1,-2.0,0.000059,0.000000,-0.000059
stress_direct_only_graph,actor_cities_in_asia,cities in Asia,91,54,37,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_caepio,Caepio,125,55,70,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_castricius,Castricius,96,56,40,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_egnatius,Egnatius,7,57,-50,9,1,-8.0,0.014212,0.000000,-0.014212
stress_direct_only_graph,actor_m_antonius,M. Antonius,126,58,68,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_arpinum,Arpinum,89,59,30,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_aurelius,Aurelius,127,60,67,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_avianius,Avianius,141,61,80,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_caerellia,Caerellia,14,62,-48,6,1,-5.0,0.010515,0.000000,-0.010515
stress_direct_only_graph,actor_caesar,Caesar,10,63,-53,6,1,-5.0,0.023538,0.000000,-0.023538
stress_direct_only_graph,actor_cluvian_coheirs,Cluvian coheirs,92,64,28,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_cocceius,Cocceius,112,65,47,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_faberius,Faberius,21,66,-45,6,1,-5.0,0.000221,0.000000,-0.000221
stress_direct_only_graph,actor_flaminius,Flaminius,57,67,-10,4,1,-3.0,0.003170,0.000000,-0.003170
stress_direct_only_graph,actor_funisulanus,Funisulanus,120,68,52,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_hortensius,Hortensius,121,69,52,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_numerius_of_puteoli,Numerius of Puteoli,129,70,59,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_ofillius,Ofillius,128,71,57,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_oppius,Oppius,56,72,-16,5,1,-4.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_p_sallustius,P. Sallustius,80,73,7,3,1,-2.0,0.000066,0.000000,-0.000066
stress_direct_only_graph,actor_patulcius,Patulcius,130,74,56,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_philargyrus,Philargyrus,131,75,56,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_philogenes,Philogenes,147,76,71,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_q_axius_son,Q. Axius' son,118,77,41,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_scapula_estate,Scapula estate,148,78,70,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_scribonius_libo,Scribonius Libo,119,79,40,2,1,-1.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_silius,Silius,17,80,-63,6,1,-5.0,0.000221,0.000000,-0.000221
stress_direct_only_graph,actor_titus_pomponius,Titus Pomponius,150,81,69,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_tullia_s_creditors,Tullia's creditors,88,82,6,3,1,-2.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_amici,amici,72,83,-11,3,1,-2.0,0.010331,0.000000,-0.010331
stress_direct_only_graph,actor_athens,Athens,152,84,68,1,1,0.0,0.000000,0.000000,0.000000
stress_direct_only_graph,actor_fulvia,Fulvia,114,85,29,2,1,-1.0,0.000000,0.000000,0.000000
stress_records_graph,actor_cicero,Cicero,1,1,0,129,118,-11.0,0.546355,0.528950,-0.017405
stress_records_graph,actor_atticus,Atticus,2,2,0,45,45,0.0,0.057619,0.088069,0.030450
stress_records_graph,actor_quintus_cicero,Quintus Cicero,3,3,0,22,22,0.0,0.021426,0.053081,0.031655
stress_records_graph,actor_tiro,Tiro,4,4,0,13,13,0.0,0.005277,0.006412,0.001135
stress_records_graph,actor_brutus,Brutus,5,5,0,9,9,0.0,0.035806,0.041456,0.005651
stress_records_graph,actor_cluvius,Cluvius,6,6,0,8,8,0.0,0.050464,0.058309,0.007845
stress_records_graph,actor_egnatius,Egnatius,7,7,0,9,9,0.0,0.014212,0.016902,0.002690
stress_records_graph,actor_eros,Eros,8,8,0,8,8,0.0,0.000603,0.000959,0.000356
stress_records_graph,actor_verres,Verres,12,9,3,4,4,0.0,0.000383,0.000509,0.000126
stress_records_graph,actor_caecilius,Caecilius,11,10,1,6,5,-1.0,0.050000,0.000147,-0.049853
stress_records_graph,actor_terentia,Terentia,13,11,2,7,7,0.0,0.004542,0.005689,0.001148
stress_records_graph,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,15,12,3,4,4,0.0,0.000088,0.000117,0.000029
stress_records_graph,actor_caerellia,Caerellia,14,13,1,6,6,0.0,0.010515,0.012224,0.001708
stress_records_graph,actor_salamis,Salamis,18,14,4,5,5,0.0,0.014702,0.016911,0.002209
stress_records_graph,actor_heraclides,Heraclides,19,15,4,3,3,0.0,0.000044,0.000059,0.000015
stress_records_graph,actor_hermippus,Hermippus,20,16,4,3,3,0.0,0.000044,0.000059,0.000015
stress_records_graph,actor_faberius,Faberius,21,17,4,6,6,0.0,0.000221,0.000294,0.000073
stress_records_graph,actor_plancus,Plancus,22,18,4,5,5,0.0,0.008209,0.009395,0.001186
stress_records_graph,actor_a_caninius_satyrus,A. Caninius Satyrus,25,19,6,4,4,0.0,0.000088,0.000117,0.000029
stress_records_graph,actor_p_varius,P. Varius,26,20,6,4,4,0.0,0.000088,0.000117,0.000029
stress_records_graph,actor_silius,Silius,17,21,-4,6,5,-1.0,0.000221,0.000294,0.000073
stress_records_graph,actor_dolabella,Dolabella,23,22,1,6,6,0.0,0.000508,0.000832,0.000324
stress_records_graph,actor_philotimus,Philotimus,24,23,1,6,6,0.0,0.000206,0.000323,0.000117
stress_records_graph,actor_marc_antony,Marc Antony,47,24,23,4,4,0.0,0.007691,0.023723,0.016032
stress_records_graph,actor_cato_the_younger,Cato the Younger,9,25,-16,3,2,-1.0,0.000088,0.000000,-0.000088
stress_records_graph,actor_d_iunius_brutus,D. Iunius Brutus,27,26,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_iunius,P. Iunius,28,27,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_quinctius,P. Quinctius,29,28,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_roman_state,Roman state,30,29,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_scapula_heirs,Scapula heirs,31,30,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_sex_naevius,Sex. Naevius,32,31,1,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_friends_of_cato,friends of Cato,52,32,20,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_brutus_albinus,Brutus Albinus,33,33,0,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_brutus_albinus_friends,Brutus Albinus friends,34,34,0,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_sittius,P. Sittius,133,35,98,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_sulla,P. Sulla,81,36,45,2,1,-1.0,0.010331,0.000000,-0.010331
stress_records_graph,actor_l_carpinatius,L. Carpinatius,49,37,12,3,3,0.0,0.000059,0.000078,0.000019
stress_records_graph,actor_sicilian_tax_company,Sicilian tax company,50,38,12,3,3,0.0,0.000059,0.000078,0.000019
stress_records_graph,actor_roman_state_grain_funds,Roman state grain funds,51,39,12,3,3,0.0,0.000029,0.000039,0.000010
stress_records_graph,actor_pompey,Pompey,16,40,-24,5,3,-2.0,0.020648,0.019543,-0.001105
stress_records_graph,actor_cornificius,Cornificius,54,41,13,4,4,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_iunius,Iunius,55,42,13,4,4,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_tullia,Tullia,53,43,10,5,5,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_oppius,Oppius,56,44,12,5,5,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_l_lucullus,L. Lucullus,73,45,28,3,3,0.0,0.000022,0.000029,0.000007
stress_records_graph,actor_l_pontius,L. Pontius,74,46,28,3,3,0.0,0.000022,0.000029,0.000007
stress_records_graph,actor_p_scipio,P. Scipio,75,47,28,3,3,0.0,0.000022,0.000029,0.000007
stress_records_graph,actor_flaminius,Flaminius,57,48,9,4,4,0.0,0.003170,0.003574,0.000404
stress_records_graph,actor_m_anneius,M. Anneius,61,49,12,3,3,0.0,0.009816,0.015689,0.005873
stress_records_graph,actor_q_axius,Q. Axius,48,50,-2,5,4,-1.0,0.000221,0.000450,0.000229
stress_records_graph,actor_philocles,Philocles,59,51,8,3,3,0.0,0.000044,0.000059,0.000015
stress_records_graph,actor_c_fufius,C. Fufius,62,52,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_m_fufius,M. Fufius,63,53,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_caesar,Caesar,10,54,-44,6,3,-3.0,0.023538,0.023723,0.000185
stress_records_graph,actor_crassus,Crassus,58,55,3,3,2,-1.0,0.010331,0.011979,0.001648
stress_records_graph,actor_cluvius_procurators,Cluvius procurators,65,56,9,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_camillus,Camillus,64,57,7,4,4,0.0,0.000047,0.000063,0.000016
stress_records_graph,actor_greek_provincial_communities,Greek provincial communities,68,58,10,3,3,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_l_lucceius,L. Lucceius,69,59,10,3,3,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_city_of_byllis,city of Byllis,71,60,11,3,3,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_publicani,publicani,70,61,9,3,3,0.0,0.005121,0.005931,0.000809
stress_records_graph,actor_balbus,Balbus,66,62,4,4,4,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_curius,Curius,76,63,13,4,4,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_buthrotum,Buthrotum,77,64,13,3,3,0.0,0.004995,0.005762,0.000768
stress_records_graph,actor_q_paconius_lepta,Q. Paconius Lepta,87,65,22,2,2,0.0,0.000471,0.000528,0.000058
stress_records_graph,actor_l_titius_strabo,L. Titius Strabo,78,66,12,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_cornelius,P. Cornelius,79,67,12,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_valerius,P. Valerius,85,68,17,2,2,0.0,0.000132,0.004474,0.004341
stress_records_graph,actor_nicaea,Nicaea,84,69,15,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_young_t_pinnius,young T. Pinnius,83,70,13,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_l_tullius_montanus,L. Tullius Montanus,82,71,11,3,3,0.0,0.000118,0.000157,0.000039
stress_records_graph,actor_p_sallustius,P. Sallustius,80,72,8,3,3,0.0,0.000066,0.000088,0.000022
stress_records_graph,actor_antony_creditors,Antony creditors,99,73,26,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_c_scribonius_curio,C. Scribonius Curio,60,74,-14,3,2,-1.0,0.004384,0.000000,-0.004384
stress_records_graph,actor_hermogenes,Hermogenes,86,75,11,3,3,0.0,0.000044,0.000059,0.000015
stress_records_graph,actor_senate,Senate,90,76,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_cities_in_asia,cities in Asia,91,77,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_mylasa_and_alabanda,Mylasa and Alabanda,94,78,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_procuratores,procuratores,95,79,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_tullia_s_creditors,Tullia's creditors,88,80,8,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_arpinum,Arpinum,89,81,8,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_cluvian_coheirs,Cluvian coheirs,92,82,10,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_publilius,Publilius,93,83,10,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_castricius,Castricius,96,84,12,3,3,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_servilius,Servilius,98,85,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_l_culleolus,L. Culleolus,97,86,11,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_minucius_thermus,Minucius Thermus,100,87,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_appius_claudius,Appius Claudius,101,88,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_matinius,Matinius,102,89,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_scaptius,Scaptius,103,90,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_appuleius,Appuleius,105,91,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_ateius_capito,Ateius Capito,106,92,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_sardis,Sardis,107,93,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_c_flavius,C. Flavius,110,94,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_c_octavius,C. Octavius,111,95,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_cocceius,Cocceius,112,96,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_varro,Varro,113,97,16,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_city_of_dyrrhachium,city of Dyrrhachium,108,98,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_city_of_sicyon,city of Sicyon,109,99,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_fulvia,Fulvia,114,100,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_cn_sallustius,Cn. Sallustius,115,101,14,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_m_laenius,M. Laenius,117,102,15,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_crassus_amici,Crassus' amici,135,103,32,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_meton,Meton,116,104,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_q_axius_son,Q. Axius' son,118,105,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_scribonius_libo,Scribonius Libo,119,106,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_l_ligus,L. Ligus,122,107,15,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_pomponia,Pomponia,123,108,15,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_q_titinius,Q. Titinius,124,109,15,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_funisulanus,Funisulanus,120,110,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_hortensius,Hortensius,121,111,10,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_caepio,Caepio,125,112,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_m_antonius,M. Antonius,126,113,13,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_amici,amici,72,114,-42,3,2,-1.0,0.010331,0.000000,-0.010331
stress_records_graph,actor_aurelius,Aurelius,127,115,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_ofillius,Ofillius,128,116,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_numerius_of_puteoli,Numerius of Puteoli,129,117,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_patulcius,Patulcius,130,118,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_philargyrus,Philargyrus,131,119,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_xeno,Xeno,132,120,12,2,2,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_q_caecilius_dio,Q. Caecilius Dio,134,121,13,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_ser_sulpicius_galba,Ser. Sulpicius Galba,138,122,16,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_provincial_governor,provincial governor,140,123,17,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_avianius,Avianius,141,124,17,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_caelius,Caelius,67,125,-58,3,1,-2.0,0.010331,0.000000,-0.010331
stress_records_graph,actor_l_mescinius,L. Mescinius,145,126,19,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_p_magius_chilo,P. Magius Chilo,146,127,19,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_philogenes,Philogenes,147,128,19,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_scapula_estate,Scapula estate,148,129,19,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_titus_pomponius,Titus Pomponius,150,130,20,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_multiple_provincial_communities,multiple provincial communities,151,131,20,1,1,0.0,0.000000,0.000000,0.000000
stress_records_graph,actor_athens,Athens,152,132,20,1,1,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_cicero,Cicero,1,1,0,129,36,-93.0,0.546355,0.673810,0.127455
strict_stress_graph,actor_quintus_cicero,Quintus Cicero,3,2,1,22,11,-11.0,0.021426,0.083730,0.062304
strict_stress_graph,actor_tiro,Tiro,4,3,1,13,10,-3.0,0.005277,0.041667,0.036389
strict_stress_graph,actor_atticus,Atticus,2,4,-2,45,9,-36.0,0.057619,0.039286,-0.018333
strict_stress_graph,actor_egnatius,Egnatius,7,5,2,9,7,-2.0,0.014212,0.067593,0.053381
strict_stress_graph,actor_pompey,Pompey,16,6,10,5,2,-3.0,0.020648,0.001587,-0.019060
strict_stress_graph,actor_faberius,Faberius,21,7,14,6,6,0.0,0.000221,0.002381,0.002160
strict_stress_graph,actor_flaminius,Flaminius,57,8,49,4,4,0.0,0.003170,0.142857,0.139687
strict_stress_graph,actor_l_tullius_montanus,L. Tullius Montanus,82,9,73,3,3,0.0,0.000118,0.050794,0.050676
strict_stress_graph,actor_eros,Eros,8,10,-2,8,4,-4.0,0.000603,0.000794,0.000190
strict_stress_graph,actor_q_axius,Q. Axius,48,11,37,5,4,-1.0,0.000221,0.003968,0.003748
strict_stress_graph,actor_caerellia,Caerellia,14,12,2,6,4,-2.0,0.010515,0.003439,-0.007076
strict_stress_graph,actor_l_titius_strabo,L. Titius Strabo,78,13,65,3,3,0.0,0.000000,0.024603,0.024603
strict_stress_graph,actor_p_cornelius,P. Cornelius,79,14,65,3,3,0.0,0.000000,0.024603,0.024603
strict_stress_graph,actor_q_paconius_lepta,Q. Paconius Lepta,87,15,72,2,1,-1.0,0.000471,0.000000,-0.000471
strict_stress_graph,actor_ser_sulpicius_galba,Ser. Sulpicius Galba,138,16,122,1,1,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_hermogenes,Hermogenes,86,17,69,3,3,0.0,0.000044,0.000794,0.000750
strict_stress_graph,actor_plancus,Plancus,22,18,4,5,2,-3.0,0.008209,0.000000,-0.008209
strict_stress_graph,actor_cluvian_coheirs,Cluvian coheirs,92,19,73,3,3,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_brutus,Brutus,5,20,-15,9,2,-7.0,0.035806,0.000000,-0.035806
strict_stress_graph,actor_silius,Silius,17,21,-4,6,2,-4.0,0.000221,0.000000,-0.000221
strict_stress_graph,actor_funisulanus,Funisulanus,120,22,98,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_hortensius,Hortensius,121,23,98,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_q_axius_son,Q. Axius' son,118,24,94,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_meton,Meton,116,25,91,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_l_ligus,L. Ligus,122,26,96,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_pomponia,Pomponia,123,27,96,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_q_titinius,Q. Titinius,124,28,96,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_dolabella,Dolabella,23,29,-6,6,2,-4.0,0.000508,0.000000,-0.000508
strict_stress_graph,actor_caepio,Caepio,125,30,95,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_m_antonius,M. Antonius,126,31,95,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_aurelius,Aurelius,127,32,95,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_ofillius,Ofillius,128,33,95,2,2,0.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_curius,Curius,76,34,42,4,2,-2.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_publilius,Publilius,93,35,58,3,2,-1.0,0.000000,0.000000,0.000000
strict_stress_graph,actor_terentia,Terentia,13,36,-23,7,1,-6.0,0.004542,0.000000,-0.004542
strict_stress_graph,actor_avianius,Avianius,141,37,104,1,1,0.0,0.000000,0.000000,0.000000
