variant_name,centrality_rank,node_id,canonical_name,weighted_degree,direct_edge_degree,context_edge_degree,component_size,pagerank,betweenness
stress_direct_only_graph,6,actor_cluvius,Cluvius,2,2,0,3,0.01716851255984638,0.00028686173264486515
stress_direct_only_graph,7,actor_heraclides,Heraclides,2,2,0,3,0.01716851255984638,0.00028686173264486515
stress_direct_only_graph,8,actor_plancus,Plancus,2,2,0,3,0.01716851255984638,0.00028686173264486515
stress_direct_only_graph,9,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,2,2,0,3,0.01716851255984638,0.00028686173264486515
stress_direct_only_graph,10,actor_dolabella,Dolabella,3,3,0,37,0.013359767854985317,0.0
stress_direct_only_graph,11,actor_curius,Curius,2,2,0,2,0.011764705882352941,0.0
stress_direct_only_graph,12,actor_tiro,Tiro,2,2,0,2,0.011764705882352941,0.0
stress_direct_only_graph,13,actor_antony_creditors,Antony creditors,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,14,actor_c_flavius,C. Flavius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,15,actor_c_octavius,C. Octavius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,16,actor_camillus,Camillus,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,17,actor_cato_the_younger,Cato the Younger,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,18,actor_cornificius,Cornificius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,19,actor_crassus,Crassus,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,20,actor_crassus_amici,Crassus' amici,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,21,actor_greek_provincial_communities,Greek provincial communities,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,22,actor_iunius,Iunius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,23,actor_l_lucceius,L. Lucceius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,24,actor_l_titius_strabo,L. Titius Strabo,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,25,actor_m_anneius,M. Anneius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,26,actor_marc_antony,Marc Antony,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,27,actor_nicaea,Nicaea,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,28,actor_p_cornelius,P. Cornelius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,29,actor_p_iunius,P. Iunius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,30,actor_p_quinctius,P. Quinctius,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,31,actor_roman_state,Roman state,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,32,actor_sardis,Sardis,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,33,actor_scapula_heirs,Scapula heirs,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,34,actor_terentia,Terentia,1,1,0,2,0.011764705882352941,0.0
stress_direct_only_graph,35,actor_city_of_byllis,city of Byllis,1,1,0,2,0.011764705882352941,0.0
