variant_name,metric,metric_rank,node_id,canonical_name,actor_type,value,centrality_rank,direct_record_count,third_party_record_count
episode_level_graph,pagerank,11,actor_egnatius,Egnatius,individual,0.012553,11,1,1
episode_level_graph,pagerank,12,actor_p_valerius,P. Valerius,individual,0.011451,12,1,0
episode_level_graph,pagerank,13,actor_caerellia,Caerellia,individual,0.011286,13,2,0
episode_level_graph,pagerank,14,actor_young_t_pinnius,young T. Pinnius,individual,0.011261,14,1,0
episode_level_graph,pagerank,15,actor_iunius,Iunius,individual,0.010552,15,1,0
episode_level_graph,pagerank,16,actor_l_lucceius,L. Lucceius,individual,0.010552,16,1,0
episode_level_graph,pagerank,17,actor_publicani,publicani,collective_group,0.010552,17,1,0
episode_level_graph,pagerank,18,actor_amici,amici,collective_group,0.009572,18,2,0
episode_level_graph,pagerank,19,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,0.009083,19,1,0
episode_level_graph,pagerank,20,actor_p_varius,P. Varius,individual,0.009083,20,1,0
episode_level_graph,betweenness,1,actor_cicero,Cicero,individual,0.546355,1,49,22
episode_level_graph,betweenness,2,actor_atticus,Atticus,individual,0.057619,4,8,18
episode_level_graph,betweenness,3,actor_cluvius,Cluvius,professional_financier,0.050464,6,4,0
episode_level_graph,betweenness,4,actor_caecilius,Caecilius,individual,0.050000,33,2,0
episode_level_graph,betweenness,5,actor_brutus,Brutus,individual,0.035806,5,2,1
episode_level_graph,betweenness,6,actor_caesar,Caesar,individual,0.023538,8,6,1
episode_level_graph,betweenness,7,actor_quintus_cicero,Quintus Cicero,family_or_household,0.021426,2,7,2
episode_level_graph,betweenness,8,actor_pompey,Pompey,individual,0.020648,9,3,1
episode_level_graph,betweenness,9,actor_salamis,Salamis,civic_body,0.014702,24,1,0
episode_level_graph,betweenness,10,actor_egnatius,Egnatius,individual,0.014212,11,1,1
episode_level_graph,betweenness,11,actor_caerellia,Caerellia,individual,0.010515,13,2,0
episode_level_graph,betweenness,12,actor_amici,amici,collective_group,0.010331,18,2,0
episode_level_graph,betweenness,13,actor_crassus,Crassus,individual,0.010331,32,2,1
episode_level_graph,betweenness,14,actor_caelius,Caelius,individual,0.010331,63,3,1
episode_level_graph,betweenness,15,actor_p_sulla,P. Sulla,individual,0.010331,84,1,1
episode_level_graph,betweenness,16,actor_m_anneius,M. Anneius,individual,0.009816,27,1,1
episode_level_graph,betweenness,17,actor_plancus,Plancus,individual,0.008209,7,2,0
episode_level_graph,betweenness,18,actor_marc_antony,Marc Antony,individual,0.007691,99,1,1
episode_level_graph,betweenness,19,actor_tiro,Tiro,freedman_or_agent,0.005277,26,2,5
episode_level_graph,betweenness,20,actor_iunius,Iunius,individual,0.005121,15,1,0
expanded_graph,weighted_degree,1,actor_cicero,Cicero,individual,129.000000,1,49,22
expanded_graph,weighted_degree,2,actor_atticus,Atticus,individual,45.000000,4,8,18
expanded_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,22.000000,2,7,2
expanded_graph,weighted_degree,4,actor_tiro,Tiro,freedman_or_agent,13.000000,26,2,5
expanded_graph,weighted_degree,5,actor_brutus,Brutus,individual,9.000000,5,2,1
expanded_graph,weighted_degree,6,actor_egnatius,Egnatius,individual,9.000000,11,1,1
expanded_graph,weighted_degree,7,actor_cluvius,Cluvius,professional_financier,8.000000,6,4,0
expanded_graph,weighted_degree,8,actor_eros,Eros,freedman_or_agent,8.000000,107,0,4
expanded_graph,weighted_degree,9,actor_terentia,Terentia,family_or_household,7.000000,68,2,3
expanded_graph,weighted_degree,10,actor_caesar,Caesar,individual,6.000000,8,6,1
expanded_graph,weighted_degree,11,actor_caerellia,Caerellia,individual,6.000000,13,2,0
expanded_graph,weighted_degree,12,actor_caecilius,Caecilius,individual,6.000000,33,2,0
expanded_graph,weighted_degree,13,actor_dolabella,Dolabella,individual,6.000000,37,3,0
expanded_graph,weighted_degree,14,actor_silius,Silius,individual,6.000000,41,2,2
expanded_graph,weighted_degree,15,actor_faberius,Faberius,individual,6.000000,67,1,2
expanded_graph,weighted_degree,16,actor_philotimus,Philotimus,freedman_or_agent,6.000000,69,2,1
expanded_graph,weighted_degree,17,actor_plancus,Plancus,individual,5.000000,7,2,0
expanded_graph,weighted_degree,18,actor_pompey,Pompey,individual,5.000000,9,3,1
expanded_graph,weighted_degree,19,actor_salamis,Salamis,civic_body,5.000000,24,1,0
expanded_graph,weighted_degree,20,actor_oppius,Oppius,individual,5.000000,44,1,1
expanded_graph,component_size,1,actor_cicero,Cicero,individual,119.000000,1,49,22
expanded_graph,component_size,2,actor_quintus_cicero,Quintus Cicero,family_or_household,119.000000,2,7,2
expanded_graph,component_size,3,actor_l_titius_strabo,L. Titius Strabo,individual,119.000000,3,1,0
expanded_graph,component_size,4,actor_atticus,Atticus,individual,119.000000,4,8,18
expanded_graph,component_size,5,actor_brutus,Brutus,individual,119.000000,5,2,1
expanded_graph,component_size,6,actor_cluvius,Cluvius,professional_financier,119.000000,6,4,0
expanded_graph,component_size,7,actor_plancus,Plancus,individual,119.000000,7,2,0
expanded_graph,component_size,8,actor_caesar,Caesar,individual,119.000000,8,6,1
expanded_graph,component_size,9,actor_pompey,Pompey,individual,119.000000,9,3,1
expanded_graph,component_size,10,actor_p_cornelius,P. Cornelius,individual,119.000000,10,1,0
expanded_graph,component_size,11,actor_egnatius,Egnatius,individual,119.000000,11,1,1
expanded_graph,component_size,12,actor_p_valerius,P. Valerius,individual,119.000000,12,1,0
expanded_graph,component_size,13,actor_caerellia,Caerellia,individual,119.000000,13,2,0
expanded_graph,component_size,14,actor_young_t_pinnius,young T. Pinnius,individual,119.000000,14,1,0
expanded_graph,component_size,15,actor_iunius,Iunius,individual,119.000000,15,1,0
expanded_graph,component_size,16,actor_l_lucceius,L. Lucceius,individual,119.000000,16,1,0
expanded_graph,component_size,17,actor_publicani,publicani,collective_group,119.000000,17,1,0
expanded_graph,component_size,18,actor_amici,amici,collective_group,119.000000,18,2,0
expanded_graph,component_size,19,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,119.000000,19,1,0
expanded_graph,component_size,20,actor_p_varius,P. Varius,individual,119.000000,20,1,0
expanded_graph,pagerank,1,actor_cicero,Cicero,individual,0.088585,1,49,22
expanded_graph,pagerank,2,actor_quintus_cicero,Quintus Cicero,family_or_household,0.026202,2,7,2
expanded_graph,pagerank,3,actor_l_titius_strabo,L. Titius Strabo,individual,0.024544,3,1,0
expanded_graph,pagerank,4,actor_atticus,Atticus,individual,0.024496,4,8,18
expanded_graph,pagerank,5,actor_brutus,Brutus,individual,0.021074,5,2,1
expanded_graph,pagerank,6,actor_cluvius,Cluvius,professional_financier,0.018360,6,4,0
expanded_graph,pagerank,7,actor_plancus,Plancus,individual,0.016140,7,2,0
expanded_graph,pagerank,8,actor_caesar,Caesar,individual,0.014059,8,6,1
expanded_graph,pagerank,9,actor_pompey,Pompey,individual,0.013435,9,3,1
expanded_graph,pagerank,10,actor_p_cornelius,P. Cornelius,individual,0.013267,10,1,0
expanded_graph,pagerank,11,actor_egnatius,Egnatius,individual,0.012553,11,1,1
expanded_graph,pagerank,12,actor_p_valerius,P. Valerius,individual,0.011451,12,1,0
expanded_graph,pagerank,13,actor_caerellia,Caerellia,individual,0.011286,13,2,0
expanded_graph,pagerank,14,actor_young_t_pinnius,young T. Pinnius,individual,0.011261,14,1,0
expanded_graph,pagerank,15,actor_iunius,Iunius,individual,0.010552,15,1,0
expanded_graph,pagerank,16,actor_l_lucceius,L. Lucceius,individual,0.010552,16,1,0
expanded_graph,pagerank,17,actor_publicani,publicani,collective_group,0.010552,17,1,0
expanded_graph,pagerank,18,actor_amici,amici,collective_group,0.009572,18,2,0
expanded_graph,pagerank,19,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,0.009083,19,1,0
expanded_graph,pagerank,20,actor_p_varius,P. Varius,individual,0.009083,20,1,0
expanded_graph,betweenness,1,actor_cicero,Cicero,individual,0.546355,1,49,22
expanded_graph,betweenness,2,actor_atticus,Atticus,individual,0.057619,4,8,18
expanded_graph,betweenness,3,actor_cluvius,Cluvius,professional_financier,0.050464,6,4,0
expanded_graph,betweenness,4,actor_caecilius,Caecilius,individual,0.050000,33,2,0
expanded_graph,betweenness,5,actor_brutus,Brutus,individual,0.035806,5,2,1
expanded_graph,betweenness,6,actor_caesar,Caesar,individual,0.023538,8,6,1
expanded_graph,betweenness,7,actor_quintus_cicero,Quintus Cicero,family_or_household,0.021426,2,7,2
expanded_graph,betweenness,8,actor_pompey,Pompey,individual,0.020648,9,3,1
expanded_graph,betweenness,9,actor_salamis,Salamis,civic_body,0.014702,24,1,0
expanded_graph,betweenness,10,actor_egnatius,Egnatius,individual,0.014212,11,1,1
expanded_graph,betweenness,11,actor_caerellia,Caerellia,individual,0.010515,13,2,0
expanded_graph,betweenness,12,actor_amici,amici,collective_group,0.010331,18,2,0
expanded_graph,betweenness,13,actor_crassus,Crassus,individual,0.010331,32,2,1
expanded_graph,betweenness,14,actor_caelius,Caelius,individual,0.010331,63,3,1
expanded_graph,betweenness,15,actor_p_sulla,P. Sulla,individual,0.010331,84,1,1
expanded_graph,betweenness,16,actor_m_anneius,M. Anneius,individual,0.009816,27,1,1
expanded_graph,betweenness,17,actor_plancus,Plancus,individual,0.008209,7,2,0
expanded_graph,betweenness,18,actor_marc_antony,Marc Antony,individual,0.007691,99,1,1
expanded_graph,betweenness,19,actor_tiro,Tiro,freedman_or_agent,0.005277,26,2,5
expanded_graph,betweenness,20,actor_iunius,Iunius,individual,0.005121,15,1,0
high_confidence_graph,weighted_degree,1,actor_cicero,Cicero,individual,49.000000,1,49,22
high_confidence_graph,weighted_degree,2,actor_atticus,Atticus,individual,16.000000,5,8,18
high_confidence_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,13.000000,9,7,2
high_confidence_graph,weighted_degree,4,actor_tiro,Tiro,freedman_or_agent,11.000000,54,2,5
high_confidence_graph,weighted_degree,5,actor_brutus,Brutus,individual,9.000000,3,2,1
high_confidence_graph,weighted_degree,6,actor_cluvius,Cluvius,professional_financier,7.000000,4,4,0
high_confidence_graph,weighted_degree,7,actor_egnatius,Egnatius,individual,7.000000,8,1,1
high_confidence_graph,weighted_degree,8,actor_faberius,Faberius,individual,6.000000,38,1,2
high_confidence_graph,weighted_degree,9,actor_eros,Eros,freedman_or_agent,6.000000,62,0,4
high_confidence_graph,weighted_degree,10,actor_salamis,Salamis,civic_body,5.000000,15,1,0
high_confidence_graph,weighted_degree,11,actor_silius,Silius,individual,5.000000,27,2,2
high_confidence_graph,weighted_degree,12,actor_caerellia,Caerellia,individual,4.000000,17,2,0
high_confidence_graph,weighted_degree,13,actor_borrowers_under_verres_scheme,borrowers under Verres' scheme,collective_group,4.000000,39,1,0
high_confidence_graph,weighted_degree,14,actor_marc_antony,Marc Antony,individual,4.000000,41,1,1
high_confidence_graph,weighted_degree,15,actor_flaminius,Flaminius,individual,4.000000,59,1,1
high_confidence_graph,weighted_degree,16,actor_verres,Verres,individual,4.000000,60,0,2
high_confidence_graph,weighted_degree,17,actor_q_axius,Q. Axius,individual,4.000000,61,1,2
high_confidence_graph,weighted_degree,18,actor_l_titius_strabo,L. Titius Strabo,individual,3.000000,2,1,0
high_confidence_graph,weighted_degree,19,actor_p_cornelius,P. Cornelius,individual,3.000000,6,1,0
high_confidence_graph,weighted_degree,20,actor_young_t_pinnius,young T. Pinnius,individual,3.000000,7,1,0
high_confidence_graph,component_size,1,actor_cicero,Cicero,individual,61.000000,1,49,22
high_confidence_graph,component_size,2,actor_l_titius_strabo,L. Titius Strabo,individual,61.000000,2,1,0
high_confidence_graph,component_size,3,actor_brutus,Brutus,individual,61.000000,3,2,1
high_confidence_graph,component_size,4,actor_cluvius,Cluvius,professional_financier,61.000000,4,4,0
high_confidence_graph,component_size,5,actor_atticus,Atticus,individual,61.000000,5,8,18
high_confidence_graph,component_size,6,actor_p_cornelius,P. Cornelius,individual,61.000000,6,1,0
high_confidence_graph,component_size,7,actor_young_t_pinnius,young T. Pinnius,individual,61.000000,7,1,0
high_confidence_graph,component_size,8,actor_egnatius,Egnatius,individual,61.000000,8,1,1
high_confidence_graph,component_size,9,actor_quintus_cicero,Quintus Cicero,family_or_household,61.000000,9,7,2
high_confidence_graph,component_size,10,actor_l_lucceius,L. Lucceius,individual,61.000000,10,1,0
high_confidence_graph,component_size,11,actor_plancus,Plancus,individual,61.000000,11,2,0
high_confidence_graph,component_size,12,actor_salamis,Salamis,civic_body,61.000000,15,1,0
high_confidence_graph,component_size,13,actor_caerellia,Caerellia,individual,61.000000,17,2,0
high_confidence_graph,component_size,14,actor_l_tullius_montanus,L. Tullius Montanus,individual,61.000000,18,2,0
high_confidence_graph,component_size,15,actor_nicaea,Nicaea,civic_body,61.000000,21,1,0
high_confidence_graph,component_size,16,actor_caesar,Caesar,individual,61.000000,22,6,1
high_confidence_graph,component_size,17,actor_clodia,Clodia,individual,61.000000,23,1,0
high_confidence_graph,component_size,18,actor_caepio,Caepio,individual,61.000000,24,1,0
high_confidence_graph,component_size,19,actor_m_antonius,M. Antonius,individual,61.000000,25,1,0
high_confidence_graph,component_size,20,actor_publilius,Publilius,individual,61.000000,26,2,0
high_confidence_graph,pagerank,1,actor_cicero,Cicero,individual,0.059362,1,49,22
high_confidence_graph,pagerank,2,actor_l_titius_strabo,L. Titius Strabo,individual,0.044917,2,1,0
high_confidence_graph,pagerank,3,actor_brutus,Brutus,individual,0.038589,3,2,1
high_confidence_graph,pagerank,4,actor_cluvius,Cluvius,professional_financier,0.032268,4,4,0
high_confidence_graph,pagerank,5,actor_atticus,Atticus,individual,0.024485,5,8,18
high_confidence_graph,pagerank,6,actor_p_cornelius,P. Cornelius,individual,0.024280,6,1,0
high_confidence_graph,pagerank,7,actor_young_t_pinnius,young T. Pinnius,individual,0.023580,7,1,0
high_confidence_graph,pagerank,8,actor_egnatius,Egnatius,individual,0.022321,8,1,1
high_confidence_graph,pagerank,9,actor_quintus_cicero,Quintus Cicero,family_or_household,0.022158,9,7,2
high_confidence_graph,pagerank,10,actor_l_lucceius,L. Lucceius,individual,0.019303,10,1,0
high_confidence_graph,pagerank,11,actor_plancus,Plancus,individual,0.018958,11,2,0
high_confidence_graph,pagerank,12,actor_pompey,Pompey,individual,0.016229,12,3,1
high_confidence_graph,pagerank,13,actor_roman_state,Roman state,public_body,0.015845,13,1,0
high_confidence_graph,pagerank,14,actor_scapula_heirs,Scapula heirs,individual,0.015845,14,1,0
high_confidence_graph,pagerank,15,actor_salamis,Salamis,civic_body,0.015543,15,1,0
high_confidence_graph,pagerank,16,actor_young_lucullus,young Lucullus,individual,0.015462,16,1,0
high_confidence_graph,pagerank,17,actor_caerellia,Caerellia,individual,0.013128,17,2,0
high_confidence_graph,pagerank,18,actor_l_tullius_montanus,L. Tullius Montanus,individual,0.013009,18,2,0
high_confidence_graph,pagerank,19,actor_l_carpinatius,L. Carpinatius,individual,0.012812,19,1,0
high_confidence_graph,pagerank,20,actor_sicilian_tax_company,Sicilian tax company,collective_group,0.012812,20,1,0
high_confidence_graph,betweenness,1,actor_cicero,Cicero,individual,0.377109,1,49,22
high_confidence_graph,betweenness,2,actor_atticus,Atticus,individual,0.167009,5,8,18
high_confidence_graph,betweenness,3,actor_cluvius,Cluvius,professional_financier,0.077018,4,4,0
high_confidence_graph,betweenness,4,actor_brutus,Brutus,individual,0.055404,3,2,1
high_confidence_graph,betweenness,5,actor_flaminius,Flaminius,individual,0.046785,59,1,1
high_confidence_graph,betweenness,6,actor_marc_antony,Marc Antony,individual,0.031737,41,1,1
high_confidence_graph,betweenness,7,actor_quintus_cicero,Quintus Cicero,family_or_household,0.029526,9,7,2
high_confidence_graph,betweenness,8,actor_egnatius,Egnatius,individual,0.023735,8,1,1
high_confidence_graph,betweenness,9,actor_salamis,Salamis,civic_body,0.021751,15,1,0
high_confidence_graph,betweenness,10,actor_tiro,Tiro,freedman_or_agent,0.019722,54,2,5
high_confidence_graph,betweenness,11,actor_l_tullius_montanus,L. Tullius Montanus,individual,0.016142,18,2,0
high_confidence_graph,betweenness,12,actor_caelius,Caelius,individual,0.016142,51,3,1
high_confidence_graph,betweenness,13,actor_crassus,Crassus,individual,0.016142,52,2,1
high_confidence_graph,betweenness,14,actor_l_lucceius,L. Lucceius,individual,0.007934,10,1,0
high_confidence_graph,betweenness,15,actor_city_of_byllis,city of Byllis,civic_body,0.007934,35,1,0
high_confidence_graph,betweenness,16,actor_arpinum,Arpinum,civic_body,0.001733,34,1,0
high_confidence_graph,betweenness,17,actor_verres,Verres,individual,0.001186,60,0,2
high_confidence_graph,betweenness,18,actor_q_axius,Q. Axius,individual,0.000684,61,1,2
high_confidence_graph,betweenness,19,actor_caerellia,Caerellia,individual,0.000593,17,2,0
high_confidence_graph,betweenness,20,actor_faberius,Faberius,individual,0.000410,38,1,2
letters_only_graph,weighted_degree,1,actor_cicero,Cicero,individual,129.000000,1,49,22
letters_only_graph,weighted_degree,2,actor_atticus,Atticus,individual,42.000000,7,8,18
letters_only_graph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,22.000000,4,7,2
letters_only_graph,weighted_degree,4,actor_tiro,Tiro,freedman_or_agent,13.000000,22,2,5
letters_only_graph,weighted_degree,5,actor_brutus,Brutus,individual,9.000000,3,2,1
letters_only_graph,weighted_degree,6,actor_egnatius,Egnatius,individual,9.000000,9,1,1
letters_only_graph,weighted_degree,7,actor_cluvius,Cluvius,professional_financier,8.000000,5,4,0
letters_only_graph,weighted_degree,8,actor_eros,Eros,freedman_or_agent,8.000000,84,0,4
letters_only_graph,weighted_degree,9,actor_terentia,Terentia,family_or_household,7.000000,50,2,3
letters_only_graph,weighted_degree,10,actor_caerellia,Caerellia,individual,6.000000,11,2,0
letters_only_graph,weighted_degree,11,actor_caecilius,Caecilius,individual,6.000000,26,2,0
letters_only_graph,weighted_degree,12,actor_dolabella,Dolabella,individual,6.000000,29,3,0
letters_only_graph,weighted_degree,13,actor_silius,Silius,individual,6.000000,32,2,2
letters_only_graph,weighted_degree,14,actor_faberius,Faberius,individual,6.000000,46,1,2
letters_only_graph,weighted_degree,15,actor_philotimus,Philotimus,freedman_or_agent,6.000000,51,2,1
letters_only_graph,weighted_degree,16,actor_plancus,Plancus,individual,5.000000,6,2,0
letters_only_graph,weighted_degree,17,actor_pompey,Pompey,individual,5.000000,16,3,1
letters_only_graph,weighted_degree,18,actor_salamis,Salamis,civic_body,5.000000,20,1,0
letters_only_graph,weighted_degree,19,actor_oppius,Oppius,individual,5.000000,37,1,1
letters_only_graph,weighted_degree,20,actor_q_axius,Q. Axius,individual,5.000000,62,1,2
letters_only_graph,component_size,1,actor_cicero,Cicero,individual,110.000000,1,49,22
letters_only_graph,component_size,2,actor_l_titius_strabo,L. Titius Strabo,individual,110.000000,2,1,0
letters_only_graph,component_size,3,actor_brutus,Brutus,individual,110.000000,3,2,1
letters_only_graph,component_size,4,actor_quintus_cicero,Quintus Cicero,family_or_household,110.000000,4,7,2
letters_only_graph,component_size,5,actor_cluvius,Cluvius,professional_financier,110.000000,5,4,0
letters_only_graph,component_size,6,actor_plancus,Plancus,individual,110.000000,6,2,0
letters_only_graph,component_size,7,actor_atticus,Atticus,individual,110.000000,7,8,18
letters_only_graph,component_size,8,actor_p_cornelius,P. Cornelius,individual,110.000000,8,1,0
letters_only_graph,component_size,9,actor_egnatius,Egnatius,individual,110.000000,9,1,1
letters_only_graph,component_size,10,actor_p_valerius,P. Valerius,individual,110.000000,10,1,0
letters_only_graph,component_size,11,actor_caerellia,Caerellia,individual,110.000000,11,2,0
letters_only_graph,component_size,12,actor_young_t_pinnius,young T. Pinnius,individual,110.000000,12,1,0
letters_only_graph,component_size,13,actor_iunius,Iunius,individual,110.000000,13,1,0
letters_only_graph,component_size,14,actor_l_lucceius,L. Lucceius,individual,110.000000,14,1,0
letters_only_graph,component_size,15,actor_publicani,publicani,collective_group,110.000000,15,1,0
letters_only_graph,component_size,16,actor_pompey,Pompey,individual,110.000000,16,3,1
letters_only_graph,component_size,17,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,110.000000,17,1,0
letters_only_graph,component_size,18,actor_p_varius,P. Varius,individual,110.000000,18,1,0
letters_only_graph,component_size,19,actor_amici,amici,collective_group,110.000000,19,2,0
letters_only_graph,component_size,20,actor_salamis,Salamis,civic_body,110.000000,20,1,0
letters_only_graph,pagerank,1,actor_cicero,Cicero,individual,0.106109,1,49,22
letters_only_graph,pagerank,2,actor_l_titius_strabo,L. Titius Strabo,individual,0.032194,2,1,0
letters_only_graph,pagerank,3,actor_brutus,Brutus,individual,0.027778,3,2,1
letters_only_graph,pagerank,4,actor_quintus_cicero,Quintus Cicero,family_or_household,0.025273,4,7,2
letters_only_graph,pagerank,5,actor_cluvius,Cluvius,professional_financier,0.023929,5,4,0
letters_only_graph,pagerank,6,actor_plancus,Plancus,individual,0.021130,6,2,0
letters_only_graph,pagerank,7,actor_atticus,Atticus,individual,0.019606,7,8,18
letters_only_graph,pagerank,8,actor_p_cornelius,P. Cornelius,individual,0.017402,8,1,0
letters_only_graph,pagerank,9,actor_egnatius,Egnatius,individual,0.015271,9,1,1
letters_only_graph,pagerank,10,actor_p_valerius,P. Valerius,individual,0.015016,10,1,0
letters_only_graph,pagerank,11,actor_caerellia,Caerellia,individual,0.014651,11,2,0
letters_only_graph,pagerank,12,actor_young_t_pinnius,young T. Pinnius,individual,0.014583,12,1,0
letters_only_graph,pagerank,13,actor_iunius,Iunius,individual,0.013783,13,1,0
letters_only_graph,pagerank,14,actor_l_lucceius,L. Lucceius,individual,0.013783,14,1,0
letters_only_graph,pagerank,15,actor_publicani,publicani,collective_group,0.013783,15,1,0
letters_only_graph,pagerank,16,actor_pompey,Pompey,individual,0.012301,16,3,1
letters_only_graph,pagerank,17,actor_a_caninius_satyrus,A. Caninius Satyrus,individual,0.012023,17,1,0
letters_only_graph,pagerank,18,actor_p_varius,P. Varius,individual,0.012023,18,1,0
letters_only_graph,pagerank,19,actor_amici,amici,collective_group,0.011691,19,2,0
letters_only_graph,pagerank,20,actor_salamis,Salamis,civic_body,0.011158,20,1,0
letters_only_graph,betweenness,1,actor_cicero,Cicero,individual,0.854190,1,49,22
letters_only_graph,betweenness,2,actor_cluvius,Cluvius,professional_financier,0.083202,5,4,0
letters_only_graph,betweenness,3,actor_caecilius,Caecilius,individual,0.082372,26,2,0
letters_only_graph,betweenness,4,actor_brutus,Brutus,individual,0.059102,3,2,1
letters_only_graph,betweenness,5,actor_atticus,Atticus,individual,0.036599,7,8,18
letters_only_graph,betweenness,6,actor_pompey,Pompey,individual,0.033897,16,3,1
letters_only_graph,betweenness,7,actor_quintus_cicero,Quintus Cicero,family_or_household,0.031935,4,7,2
letters_only_graph,betweenness,8,actor_salamis,Salamis,civic_body,0.024178,20,1,0
letters_only_graph,betweenness,9,actor_egnatius,Egnatius,individual,0.023533,9,1,1
letters_only_graph,betweenness,10,actor_caerellia,Caerellia,individual,0.017396,11,2,0
letters_only_graph,betweenness,11,actor_amici,amici,collective_group,0.017067,19,2,0
letters_only_graph,betweenness,12,actor_m_anneius,M. Anneius,individual,0.016356,23,1,1
letters_only_graph,betweenness,13,actor_plancus,Plancus,individual,0.013730,6,2,0
letters_only_graph,betweenness,14,actor_iunius,Iunius,individual,0.008454,13,1,0
letters_only_graph,betweenness,15,actor_l_lucceius,L. Lucceius,individual,0.008454,14,1,0
letters_only_graph,betweenness,16,actor_publicani,publicani,collective_group,0.008454,15,1,0
letters_only_graph,betweenness,17,actor_cornificius,Cornificius,individual,0.008454,39,1,1
letters_only_graph,betweenness,18,actor_greek_provincial_communities,Greek provincial communities,civic_body,0.008454,40,1,0
letters_only_graph,betweenness,19,actor_city_of_byllis,city of Byllis,civic_body,0.008454,41,1,0
letters_only_graph,betweenness,20,actor_buthrotum,Buthrotum,individual,0.008228,42,1,0
monetary_subgraph,weighted_degree,1,actor_cicero,Cicero,individual,9.000000,3,49,22
monetary_subgraph,weighted_degree,2,actor_egnatius,Egnatius,individual,7.000000,1,1,1
monetary_subgraph,weighted_degree,3,actor_quintus_cicero,Quintus Cicero,family_or_household,7.000000,2,7,2
monetary_subgraph,weighted_degree,4,actor_q_axius,Q. Axius,individual,4.000000,10,1,2
monetary_subgraph,weighted_degree,5,actor_l_tullius_montanus,L. Tullius Montanus,individual,3.000000,5,2,0
monetary_subgraph,weighted_degree,6,actor_hermogenes,Hermogenes,individual,3.000000,11,0,1
monetary_subgraph,weighted_degree,7,actor_plancus,Plancus,individual,2.000000,4,2,0
monetary_subgraph,weighted_degree,8,actor_faberius,Faberius,individual,2.000000,6,1,2
monetary_subgraph,weighted_degree,9,actor_silius,Silius,individual,2.000000,7,2,2
monetary_subgraph,weighted_degree,10,actor_q_axius_son,Q. Axius' son,individual,2.000000,9,1,0
monetary_subgraph,weighted_degree,11,actor_atticus,Atticus,individual,2.000000,12,8,18
monetary_subgraph,weighted_degree,12,actor_flaminius,Flaminius,individual,2.000000,13,1,1
monetary_subgraph,weighted_degree,13,actor_l_ligus,L. Ligus,individual,2.000000,14,0,1
monetary_subgraph,weighted_degree,14,actor_pomponia,Pomponia,individual,2.000000,15,0,1
monetary_subgraph,weighted_degree,15,actor_q_titinius,Q. Titinius,individual,2.000000,16,0,1
monetary_subgraph,weighted_degree,16,actor_crassus,Crassus,individual,1.000000,8,2,1
monetary_subgraph,weighted_degree,17,actor_terentia,Terentia,family_or_household,1.000000,17,2,3
monetary_subgraph,weighted_degree,18,actor_tiro,Tiro,freedman_or_agent,1.000000,18,2,5
monetary_subgraph,component_size,1,actor_egnatius,Egnatius,individual,14.000000,1,1,1
monetary_subgraph,component_size,2,actor_quintus_cicero,Quintus Cicero,family_or_household,14.000000,2,7,2
monetary_subgraph,component_size,3,actor_cicero,Cicero,individual,14.000000,3,49,22
monetary_subgraph,component_size,4,actor_faberius,Faberius,individual,14.000000,6,1,2
monetary_subgraph,component_size,5,actor_silius,Silius,individual,14.000000,7,2,2
monetary_subgraph,component_size,6,actor_crassus,Crassus,individual,14.000000,8,2,1
monetary_subgraph,component_size,7,actor_q_axius_son,Q. Axius' son,individual,14.000000,9,1,0
monetary_subgraph,component_size,8,actor_q_axius,Q. Axius,individual,14.000000,10,1,2
monetary_subgraph,component_size,9,actor_hermogenes,Hermogenes,individual,14.000000,11,0,1
monetary_subgraph,component_size,10,actor_atticus,Atticus,individual,14.000000,12,8,18
monetary_subgraph,component_size,11,actor_l_ligus,L. Ligus,individual,14.000000,14,0,1
monetary_subgraph,component_size,12,actor_pomponia,Pomponia,individual,14.000000,15,0,1
monetary_subgraph,component_size,13,actor_q_titinius,Q. Titinius,individual,14.000000,16,0,1
monetary_subgraph,component_size,14,actor_tiro,Tiro,freedman_or_agent,14.000000,18,2,5
monetary_subgraph,component_size,15,actor_plancus,Plancus,individual,4.000000,4,2,0
monetary_subgraph,component_size,16,actor_l_tullius_montanus,L. Tullius Montanus,individual,4.000000,5,2,0
monetary_subgraph,component_size,17,actor_flaminius,Flaminius,individual,4.000000,13,1,1
monetary_subgraph,component_size,18,actor_terentia,Terentia,family_or_household,4.000000,17,2,3
monetary_subgraph,pagerank,1,actor_egnatius,Egnatius,individual,0.187240,1,1,1
monetary_subgraph,pagerank,2,actor_quintus_cicero,Quintus Cicero,family_or_household,0.101211,2,7,2
monetary_subgraph,pagerank,3,actor_cicero,Cicero,individual,0.098016,3,49,22
monetary_subgraph,pagerank,4,actor_plancus,Plancus,individual,0.097502,4,2,0
monetary_subgraph,pagerank,5,actor_l_tullius_montanus,L. Tullius Montanus,individual,0.066042,5,2,0
monetary_subgraph,pagerank,6,actor_faberius,Faberius,individual,0.053917,6,1,2
